0 [1, -46.340864731835254, 2.280977213011795, 32.105789416598014, -25.84775979392038, -32.434364652776026, -19.329968929238362, 49.56852789013509, 33.6835465993133, 40.100169051053555, 14.696701560891142, 9.662165578759797, 40.97191409758932, -42.50464924113779, -47.70857807320611]
1 [1, 39.38244604875007, 34.83729769694706, 19.14952641949344, -43.89325046131349, -44.61322066392995, -24.360718606235775, -48.86502583806438, 9.665082115219278, 46.06964344103605, 27.26065178995404, -23.548052404770015, 36.39320003488625, 31.04609975240851, -31.212557907197148]
2 [1, -3.0076291512353492, -16.120561570479673, 42.9604066951233, -37.83178222138521, -48.57312501088745, -17.365134687472086, -20.910470271089963, 19.722420170331503, -49.081558457814744, 2.136420623069988, -41.52852648762655, 33.29916559951643, 39.57668546481189, 43.041292693091805]
3 [1, -45.46592758644438, 42.26991110544945, -28.030922106037092, 16.476980576972778, 48.33441098397664, -42.357264623015844, 27.457987824859032, 48.49630587947429, -45.31805558087005, 41.79847043248637, -44.1378197080302, 6.353520075670573, 26.340420072622678, -39.88332545166023]
4 [1, -6.692106051388926, 21.189231905560675, -39.65837401783562, 24.48759809114148, 9.407413080827865, -1.2244936861692821, 16.990706152416763, -32.67314752732323, 46.537358486783205, -19.303244110296426, 4.365928133556409, 45.38295638652586, -16.076690861550183, 4.7450748031663466]
5 [1, 32.0495683304061, -31.36909430777385, 34.74974904423959, 5.310840874655341, 19.71270625848672, 13.032148133013344, 42.66727603728128, -25.110279584427165, 45.898058793448044, 20.15835532849799, -33.74256642336927, -45.57875274214644, 23.308339288624722, 34.57172912244155]
6 [1, 13.110882543519743, 1.3344338487740401, -15.736801305225576, -32.970963154443396, 41.811618160204205, -35.378151165700835, 34.039410103701016, 37.64726308024271, -37.72902053616802, -20.15828544954462, 13.51620283146876, -25.550821302978765, 12.163207994590074, 24.96735226429614]
7 [1, -27.816894189237484, -25.099962668415543, -45.62205868263342, -26.42343134966444, 20.7069035603528, -9.319674397122412, -33.97499396648669, -21.15967809126129, 39.57224070629155, -46.34510734763256, -35.419748667100734, 44.173627536827325, -47.95860920551127, -16.539257968394914]
0 [1, 26.849488027222264, -17.39634271149575, 10.344721919189581, 33.624975118282734, -29.211389354892802, 45.152875461286115, 35.15594891262107, -16.58445907146824, 26.97212790827777, 5.0689612641234945, 3.4254307997982707, -42.18114453602505, -0.404511175442245, 39.69418155294987]
1 [1, 11.460477448208358, 40.97182679029335, 45.475545603298656, -30.017892065379737, 37.40415580309005, 32.262889669087514, -13.228248809880604, -1.5535603087130312, 18.88461103516677, 14.683752784609553, -34.93207316482854, 48.28997530390215, 22.875571376190663, 38.269456019648516]
2 [1, 13.148876422100017, 44.76814319490127, 39.87199021481226, 43.975257328707926, -22.802623683118494, 22.626480919257602, -27.75052410963086, 21.851361440937822, -0.9358687451774159, -18.68880737660944, 18.490703599900215, 6.419467146083413, -47.569746326583186, 47.0827851506651]
3 [1, 24.087467371197576, 15.953679860594193, -9.631573372640013, -21.38554759567307, 24.575229713979155, 33.41156335814158, -31.083200835209958, -48.96992981879848, -20.039778055754876, -32.50503922393847, -13.340107055237752, 3.8148905307379835, -42.005230716271655, -17.617835809745067]
4 [1, 31.36312760671052, -29.49854291905638, -43.8804638550836, 38.299092756970765, -3.5491797666963407, 41.69212965166071, -44.95852220294506, -36.17226951828629, -44.764102738491964, -29.210311747465145, -26.2316282410185, -10.174590758585111, 31.132601046030715, -30.688272139119565]
5 [1, 24.79757111513517, -13.405648865401723, -26.630325692295454, -0.24346888150357415, 23.38068360934058, -45.69289231310781, -20.765468131229547, 0.526325457581045, 18.78109950993428, 14.339842010642911, 37.92589331923753, -49.88131781369029, -33.34859423873877, -42.451281154798025]
6 [1, -41.278329376964926, -4.13542364554678, -43.839043891969844, -29.234429327972798, 0.4670918517842608, -49.77089758180878, 23.395201909267158, 27.33482766483148, 10.959520960817258, 26.54980599960227, -39.50727383802227, -16.329751652395586, 17.26157961074516, -21.182689132550003]
7 [1, 33.75603787388266, -13.553178930688247, -19.057335797733764, -42.500254059531485, 0.7937781222143698, 43.5969662128298, -41.08052456201959, -40.085505207734755, -21.286794763220442, -10.996319286041988, -16.21167894300124, -24.97074598344655, 46.66467468838273, 36.47279033421415]
